Week,Routine,Day,Category,Exercise,,Reps,Weight,Lifting Time (s),Total,Time Between Sets (s),Time Until Countdown (s),Countdown Timer,Reps,Weight,Lifting Time (s),Total,Time Between Sets (s),Time Until Countdown (s),Countdown Timer,Reps,Weight,Lifting Time (s),Total,Time Between Sets (s),Time Until Countdown (s),Countdown Timer,Reps,Weight,Lifting Time (s),Total,Time Between Sets (s),Time Until Countdown (s),Countdown Timer,Reps,Weight,Lifting Time (s),Total, Time Between Body Parts (s),Total Reps,Total Wt.,Total Lifting Time (s),Wt./Rep,Wt./Time
Week 2,A,1,Biceps,Standing Barbell Curl Supine Grip,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,B,2,Quads,Full Range-of-Motion Low-Bar Back Squat,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,B,2,Hamstrings,Hyperextension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,B,2,Lower Back,Deadlift,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,B,2,Calves,Donkey Raises,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,B,2,Abs,Leg Pull-In,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,C,3,Chest,Dips,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,C,3,Shoulders,Push Press,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,C,3,Upper Back,Pull-Up,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,C,3,Triceps,Supine Lying Triceps Extension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,C,3,Biceps,Standing Barbell Curl Supine Grip,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,D,4,Quads,Full Range-of-Motion Low-Bar Back Squat,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,D,4,Lower Back,Deadlift,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,D,4,Calves,Donkey Raises,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,D,4,Trapezius,Barbell Shrug,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 2,D,4,Abs,Crunch,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,A,1,Chest,Shoulder-Width Bench Press,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,A,1,Shoulders,Barbell Press,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,A,1,Upper Back,Chin-Up,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,A,1,Triceps,Supine Lying Triceps Extension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,A,1,Biceps,Standing Barbell Curl Supine Grip,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,B,2,Quads,Full Range-of-Motion Low-Bar Back Squat,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,B,2,Hamstrings,Hyperextension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,B,2,Lower Back,Deadlift,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,B,2,Calves,Donkey Raises,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,B,2,Abs,Leg Pull-In,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,C,3,Chest,Dips,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,C,3,Shoulders,Push Press,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,C,3,Upper Back,Pull-Up,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,C,3,Triceps,Supine Lying Triceps Extension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,C,3,Biceps,Standing Barbell Curl Supine Grip,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,D,4,Quads,Full Range-of-Motion Low-Bar Back Squat,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,D,4,Lower Back,Deadlift,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,D,4,Calves,Donkey Raises,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,D,4,Trapezius,Barbell Shrug,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 3,D,4,Abs,Crunch,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,A,1,Chest,Shoulder-Width Bench Press,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,A,1,Shoulders,Barbell Press,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,A,1,Upper Back,Chin-Up,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,A,1,Triceps,Supine Lying Triceps Extension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,A,1,Biceps,Standing Barbell Curl Supine Grip,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,B,2,Quads,Full Range-of-Motion Low-Bar Back Squat,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,B,2,Hamstrings,Hyperextension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,B,2,Lower Back,Deadlift,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,B,2,Calves,Donkey Raises,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,B,2,Abs,Leg Pull-In,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,C,3,Chest,Dips,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,C,3,Shoulders,Push Press,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,C,3,Upper Back,Pull-Up,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,C,3,Triceps,Supine Lying Triceps Extension,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,C,3,Biceps,Standing Barbell Curl Supine Grip,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,D,4,Quads,Full Range-of-Motion Low-Bar Back Squat,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,D,4,Lower Back,Deadlift,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,D,4,Calves,Donkey Raises,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,D,4,Trapezius,Barbell Shrug,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
Week 4,D,4,Abs,Crunch,,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,60,50,10,11,,50,0,120,,0,250,#DIV/0!,0
